damping,step,time,joint_name,limit_side,overshoot_rad
0.0005,2933,5.866,joint6,lower,-0.582974
0.0005,2934,5.868,joint2,upper,0.626056
0.0005,2934,5.868,joint4,upper,3.05925
0.0005,2934,5.868,joint6,lower,-0.583051
0.0005,2935,5.87,joint2,upper,0.626181
0.0005,2935,5.87,joint4,upper,3.05945
0.0005,2935,5.87,joint6,lower,-0.583126
0.0005,2936,5.872,joint2,upper,0.626305
0.0005,2936,5.872,joint4,upper,3.05965
0.0005,2936,5.872,joint6,lower,-0.5832
0.0005,2937,5.874,joint2,upper,0.626426
0.0005,2937,5.874,joint4,upper,3.05984
0.0005,2937,5.874,joint6,lower,-0.583273
0.0005,2938,5.876,joint2,upper,0.626545
0.0005,2938,5.876,joint4,upper,3.06003
0.0005,2938,5.876,joint6,lower,-0.583344
0.0005,2939,5.878,joint2,upper,0.626663
0.0005,2939,5.878,joint4,upper,3.06022
0.0005,2939,5.878,joint6,lower,-0.583414
0.0005,2940,5.88,joint2,upper,0.626778
0.0005,2940,5.88,joint4,upper,3.0604
0.0005,2940,5.88,joint6,lower,-0.583483
0.0005,2941,5.882,joint2,upper,0.626891
0.0005,2941,5.882,joint4,upper,3.06058
0.0005,2941,5.882,joint6,lower,-0.583551
0.0005,2942,5.884,joint2,upper,0.627002
0.0005,2942,5.884,joint4,upper,3.06076
0.0005,2942,5.884,joint6,lower,-0.583617
0.0005,2943,5.886,joint2,upper,0.627111
0.0005,2943,5.886,joint4,upper,3.06093
0.0005,2943,5.886,joint6,lower,-0.583683
0.0005,2944,5.888,joint2,upper,0.627219
0.0005,2944,5.888,joint4,upper,3.0611
0.0005,2944,5.888,joint6,lower,-0.583747
0.0005,2945,5.89,joint2,upper,0.627324
0.0005,2945,5.89,joint4,upper,3.06127
0.0005,2945,5.89,joint6,lower,-0.58381
0.0005,2946,5.892,joint2,upper,0.627428
0.0005,2946,5.892,joint4,upper,3.06144
0.0005,2946,5.892,joint6,lower,-0.583872
0.0005,2947,5.894,joint2,upper,0.627529
0.0005,2947,5.894,joint4,upper,3.0616
0.0005,2947,5.894,joint6,lower,-0.583933
0.0005,2948,5.896,joint2,upper,0.627629
0.0005,2948,5.896,joint4,upper,3.06176
0.0005,2948,5.896,joint6,lower,-0.583992
0.0005,2949,5.898,joint2,upper,0.627727
0.0005,2949,5.898,joint4,upper,3.06192
0.0005,2949,5.898,joint6,lower,-0.584051
0.0005,2950,5.9,joint2,upper,0.627823
0.0005,2950,5.9,joint4,upper,3.06207
0.0005,2950,5.9,joint6,lower,-0.584108
0.0005,2951,5.902,joint2,upper,0.627916
0.0005,2951,5.902,joint4,upper,3.06222
0.0005,2951,5.902,joint6,lower,-0.584165
0.0005,2952,5.904,joint2,upper,0.628008
0.0005,2952,5.904,joint4,upper,3.06237
0.0005,2952,5.904,joint6,lower,-0.58422
0.0005,2953,5.906,joint2,upper,0.628098
0.0005,2953,5.906,joint4,upper,3.06251
0.0005,2953,5.906,joint6,lower,-0.584274
0.0005,2954,5.908,joint2,upper,0.628187
0.0005,2954,5.908,joint4,upper,3.06265
0.0005,2954,5.908,joint6,lower,-0.584327
0.0005,2955,5.91,joint2,upper,0.628273
0.0005,2955,5.91,joint4,upper,3.06279
0.0005,2955,5.91,joint6,lower,-0.584379
0.0005,2956,5.912,joint2,upper,0.628357
0.0005,2956,5.912,joint4,upper,3.06292
0.0005,2956,5.912,joint6,lower,-0.584429
0.0005,2957,5.914,joint2,upper,0.628439
0.0005,2957,5.914,joint4,upper,3.06305
0.0005,2957,5.914,joint6,lower,-0.584479
0.0005,2958,5.916,joint2,upper,0.62852
0.0005,2958,5.916,joint4,upper,3.06318
0.0005,2958,5.916,joint6,lower,-0.584527
0.0005,2959,5.918,joint2,upper,0.628598
0.0005,2959,5.918,joint4,upper,3.06331
0.0005,2959,5.918,joint6,lower,-0.584574
0.0005,2960,5.92,joint2,upper,0.628674
0.0005,2960,5.92,joint4,upper,3.06343
0.0005,2960,5.92,joint6,lower,-0.58462
0.0005,2961,5.922,joint2,upper,0.628749
0.0005,2961,5.922,joint4,upper,3.06355
0.0005,2961,5.922,joint6,lower,-0.584665
0.0005,2962,5.924,joint2,upper,0.628821
0.0005,2962,5.924,joint4,upper,3.06366
0.0005,2962,5.924,joint6,lower,-0.584709
0.0005,2963,5.926,joint2,upper,0.628892
0.0005,2963,5.926,joint4,upper,3.06378
0.0005,2963,5.926,joint6,lower,-0.584751
0.0005,2964,5.928,joint2,upper,0.62896
0.0005,2964,5.928,joint4,upper,3.06389
0.0005,2964,5.928,joint6,lower,-0.584793
0.0005,2965,5.93,joint2,upper,0.629027
0.0005,2965,5.93,joint4,upper,3.06399
0.0005,2965,5.93,joint6,lower,-0.584833
0.0005,2966,5.932,joint2,upper,0.629092
0.0005,2966,5.932,joint4,upper,3.0641
0.0005,2966,5.932,joint6,lower,-0.584872
0.0005,2967,5.934,joint2,upper,0.629154
0.0005,2967,5.934,joint4,upper,3.0642
0.0005,2967,5.934,joint6,lower,-0.58491
0.0005,2968,5.936,joint2,upper,0.629215
0.0005,2968,5.936,joint4,upper,3.06429
0.0005,2968,5.936,joint6,lower,-0.584946
0.0005,2969,5.938,joint2,upper,0.629274
0.0005,2969,5.938,joint4,upper,3.06439
0.0005,2969,5.938,joint6,lower,-0.584982
0.0005,2970,5.94,joint2,upper,0.629331
0.0005,2970,5.94,joint4,upper,3.06448
0.0005,2970,5.94,joint6,lower,-0.585016
0.0005,2971,5.942,joint2,upper,0.629385
0.0005,2971,5.942,joint4,upper,3.06457
0.0005,2971,5.942,joint6,lower,-0.585049
0.0005,2972,5.944,joint2,upper,0.629438
0.0005,2972,5.944,joint4,upper,3.06465
0.0005,2972,5.944,joint6,lower,-0.585081
0.0005,2973,5.946,joint2,upper,0.629489
0.0005,2973,5.946,joint4,upper,3.06473
0.0005,2973,5.946,joint6,lower,-0.585112
0.0005,2974,5.948,joint2,upper,0.629538
0.0005,2974,5.948,joint4,upper,3.06481
0.0005,2974,5.948,joint6,lower,-0.585141
0.0005,2975,5.95,joint2,upper,0.629585
0.0005,2975,5.95,joint4,upper,3.06489
0.0005,2975,5.95,joint6,lower,-0.585169
0.0005,2976,5.952,joint2,upper,0.62963
0.0005,2976,5.952,joint4,upper,3.06496
0.0005,2976,5.952,joint6,lower,-0.585197
0.0005,2977,5.954,joint2,upper,0.629673
0.0005,2977,5.954,joint4,upper,3.06503
0.0005,2977,5.954,joint6,lower,-0.585223
0.0005,2978,5.956,joint2,upper,0.629715
0.0005,2978,5.956,joint4,upper,3.06509
0.0005,2978,5.956,joint6,lower,-0.585248
0.0005,2979,5.958,joint2,upper,0.629754
0.0005,2979,5.958,joint4,upper,3.06516
0.0005,2979,5.958,joint6,lower,-0.585271
0.0005,2980,5.96,joint2,upper,0.629791
0.0005,2980,5.96,joint4,upper,3.06522
0.0005,2980,5.96,joint6,lower,-0.585294
0.0005,2981,5.962,joint2,upper,0.629827
0.0005,2981,5.962,joint4,upper,3.06527
0.0005,2981,5.962,joint6,lower,-0.585315
0.0005,2982,5.964,joint2,upper,0.62986
0.0005,2982,5.964,joint4,upper,3.06533
0.0005,2982,5.964,joint6,lower,-0.585335
0.0005,2983,5.966,joint2,upper,0.629892
0.0005,2983,5.966,joint4,upper,3.06538
0.0005,2983,5.966,joint6,lower,-0.585354
0.0005,2984,5.968,joint2,upper,0.629921
0.0005,2984,5.968,joint4,upper,3.06542
0.0005,2984,5.968,joint6,lower,-0.585372
0.0005,2985,5.97,joint2,upper,0.629949
0.0005,2985,5.97,joint4,upper,3.06547
0.0005,2985,5.97,joint6,lower,-0.585388
0.0005,2986,5.972,joint2,upper,0.629975
0.0005,2986,5.972,joint4,upper,3.06551
0.0005,2986,5.972,joint6,lower,-0.585404
0.0005,2987,5.974,joint2,upper,0.629999
0.0005,2987,5.974,joint4,upper,3.06555
0.0005,2987,5.974,joint6,lower,-0.585418
0.0005,2988,5.976,joint2,upper,0.630021
0.0005,2988,5.976,joint4,upper,3.06558
0.0005,2988,5.976,joint6,lower,-0.585431
0.0005,2989,5.978,joint2,upper,0.630041
0.0005,2989,5.978,joint4,upper,3.06561
0.0005,2989,5.978,joint6,lower,-0.585443
0.0005,2990,5.98,joint2,upper,0.630059
0.0005,2990,5.98,joint4,upper,3.06564
0.0005,2990,5.98,joint6,lower,-0.585454
0.0005,2991,5.982,joint2,upper,0.630075
0.0005,2991,5.982,joint4,upper,3.06567
0.0005,2991,5.982,joint6,lower,-0.585464
0.0005,2992,5.984,joint2,upper,0.63009
0.0005,2992,5.984,joint4,upper,3.06569
0.0005,2992,5.984,joint6,lower,-0.585472
0.0005,2993,5.986,joint2,upper,0.630102
0.0005,2993,5.986,joint4,upper,3.06571
0.0005,2993,5.986,joint6,lower,-0.585479
0.0005,2994,5.988,joint2,upper,0.630113
0.0005,2994,5.988,joint4,upper,3.06573
0.0005,2994,5.988,joint6,lower,-0.585485
0.0005,2995,5.99,joint2,upper,0.630121
0.0005,2995,5.99,joint4,upper,3.06574
0.0005,2995,5.99,joint6,lower,-0.58549
0.0005,2996,5.992,joint2,upper,0.630128
0.0005,2996,5.992,joint4,upper,3.06575
0.0005,2996,5.992,joint6,lower,-0.585494
0.0005,2997,5.994,joint2,upper,0.630133
0.0005,2997,5.994,joint4,upper,3.06576
0.0005,2997,5.994,joint6,lower,-0.585497
0.0005,2998,5.996,joint2,upper,0.630136
0.0005,2998,5.996,joint4,upper,3.06576
0.0005,2998,5.996,joint6,lower,-0.585498
0.0005,2999,5.998,joint2,upper,0.630137
0.0005,2999,5.998,joint4,upper,3.06576
0.0005,2999,5.998,joint6,lower,-0.585499
0.001,1860,3.72,joint4,upper,0.000870626
0.001,1861,3.722,joint4,upper,0.0019612
0.001,1862,3.724,joint4,upper,0.00305466
0.001,1863,3.726,joint4,upper,0.00415144
0.001,1864,3.728,joint4,upper,0.00525174
0.001,1865,3.73,joint4,upper,0.00635567
0.001,1866,3.732,joint4,upper,0.00746332
0.001,1867,3.734,joint4,upper,0.00857475
0.001,1868,3.736,joint4,upper,0.00969
0.001,1869,3.738,joint4,upper,0.0108091
0.001,1870,3.74,joint4,upper,0.011932
0.001,1871,3.742,joint4,upper,0.0130588
0.001,1872,3.744,joint4,upper,0.0141894
0.001,1873,3.746,joint4,upper,0.0153238
0.001,1874,3.748,joint4,upper,0.016462
0.001,1875,3.75,joint4,upper,0.0176041
0.001,1876,3.752,joint4,upper,0.0187499
0.001,1877,3.754,joint4,upper,0.0198996
0.001,1878,3.756,joint4,upper,0.021053
0.001,1879,3.758,joint4,upper,0.0222102
0.001,1880,3.76,joint4,upper,0.0233711
0.001,1881,3.762,joint4,upper,0.0245358
0.001,1882,3.764,joint4,upper,0.0257042
0.001,1883,3.766,joint4,upper,0.0268764
0.001,1884,3.768,joint4,upper,0.0280523
0.001,1885,3.77,joint4,upper,0.029232
0.001,1886,3.772,joint4,upper,0.0304155
0.001,1887,3.774,joint4,upper,0.0316028
0.001,1888,3.776,joint4,upper,0.0327938
0.001,1889,3.778,joint4,upper,0.0339886
0.001,1890,3.78,joint4,upper,0.0351873
0.001,1891,3.782,joint4,upper,0.0363898
0.001,1892,3.784,joint4,upper,0.0375961
0.001,1893,3.786,joint4,upper,0.0388064
0.001,1894,3.788,joint4,upper,0.0400205
0.001,1895,3.79,joint4,upper,0.0412386
0.001,1896,3.792,joint4,upper,0.0424606
0.001,1897,3.794,joint4,upper,0.0436866
0.001,1898,3.796,joint4,upper,0.0449166
0.001,1899,3.798,joint4,upper,0.0461507
0.001,1900,3.8,joint4,upper,0.0473889
0.001,1901,3.802,joint4,upper,0.0486311
0.001,1902,3.804,joint4,upper,0.0498775
0.001,1903,3.806,joint4,upper,0.0511281
0.001,1904,3.808,joint4,upper,0.0523828
0.001,1905,3.81,joint4,upper,0.0536419
0.001,1906,3.812,joint4,upper,0.0549052
0.001,1907,3.814,joint4,upper,0.0561728
0.001,1908,3.816,joint4,upper,0.0574447
0.001,1909,3.818,joint4,upper,0.0587211
0.001,1910,3.82,joint4,upper,0.0600019
0.001,1911,3.822,joint4,upper,0.0612872
0.001,1912,3.824,joint4,upper,0.0625769
0.001,1913,3.826,joint4,upper,0.0638712
0.001,1914,3.828,joint4,upper,0.0651701
0.001,1915,3.83,joint4,upper,0.0664736
0.001,1916,3.832,joint4,upper,0.0677818
0.001,1917,3.834,joint4,upper,0.0690947
0.001,1918,3.836,joint4,upper,0.0704123
0.001,1919,3.838,joint4,upper,0.0717347
0.001,1920,3.84,joint4,upper,0.073062
0.001,1921,3.842,joint4,upper,0.074394
0.001,1922,3.844,joint4,upper,0.075731
0.001,1923,3.846,joint4,upper,0.077073
0.001,1924,3.848,joint4,upper,0.0784199
0.001,1925,3.85,joint4,upper,0.0797718
0.001,1926,3.852,joint4,upper,0.0811287
0.001,1927,3.854,joint4,upper,0.0824908
0.001,1928,3.856,joint4,upper,0.083858
0.001,1929,3.858,joint4,upper,0.0852304
0.001,1930,3.86,joint4,upper,0.086608
0.001,1931,3.862,joint4,upper,0.0879909
0.001,1932,3.864,joint4,upper,0.089379
0.001,1933,3.866,joint4,upper,0.0907725
0.001,1934,3.868,joint4,upper,0.0921713
0.001,1935,3.87,joint4,upper,0.0935756
0.001,1936,3.872,joint4,upper,0.0949853
0.001,1937,3.874,joint4,upper,0.0964005
0.001,1938,3.876,joint4,upper,0.0978212
0.001,1939,3.878,joint4,upper,0.0992475
0.001,1940,3.88,joint4,upper,0.100679
0.001,1941,3.882,joint4,upper,0.102117
0.001,1942,3.884,joint4,upper,0.10356
0.001,1943,3.886,joint4,upper,0.105009
0.001,1944,3.888,joint4,upper,0.106464
0.001,1945,3.89,joint4,upper,0.107924
0.001,1946,3.892,joint4,upper,0.10939
0.001,1947,3.894,joint4,upper,0.110862
0.001,1948,3.896,joint4,upper,0.11234
0.001,1949,3.898,joint4,upper,0.113824
0.001,1950,3.9,joint4,upper,0.115314
0.001,1951,3.902,joint4,upper,0.11681
0.001,1952,3.904,joint4,upper,0.118312
0.001,1953,3.906,joint4,upper,0.11982
0.001,1954,3.908,joint4,upper,0.121335
0.001,1955,3.91,joint4,upper,0.122855
0.001,1956,3.912,joint4,upper,0.124382
0.001,1957,3.914,joint4,upper,0.125914
0.001,1958,3.916,joint4,upper,0.127453
0.001,1959,3.918,joint4,upper,0.128999
0.001,1960,3.92,joint4,upper,0.130551
0.001,1961,3.922,joint4,upper,0.132109
0.001,1962,3.924,joint4,upper,0.133673
0.001,1963,3.926,joint4,upper,0.135244
0.001,1964,3.928,joint4,upper,0.136821
0.001,1965,3.93,joint4,upper,0.138405
0.001,1966,3.932,joint4,upper,0.139996
0.001,1967,3.934,joint4,upper,0.141593
0.001,1968,3.936,joint4,upper,0.143197
0.001,1969,3.938,joint4,upper,0.144807
0.001,1970,3.94,joint4,upper,0.146424
0.001,1971,3.942,joint4,upper,0.148048
0.001,1972,3.944,joint4,upper,0.149679
0.001,1973,3.946,joint4,upper,0.151316
0.001,1974,3.948,joint4,upper,0.15296
0.001,1975,3.95,joint4,upper,0.154611
0.001,1976,3.952,joint4,upper,0.156269
0.001,1977,3.954,joint4,upper,0.157934
0.001,1978,3.956,joint4,upper,0.159606
0.001,1979,3.958,joint4,upper,0.161285
0.001,1980,3.96,joint4,upper,0.162972
0.001,1981,3.962,joint4,upper,0.164665
0.001,1982,3.964,joint4,upper,0.166365
0.001,1983,3.966,joint4,upper,0.168072
0.001,1984,3.968,joint4,upper,0.169787
0.001,1985,3.97,joint4,upper,0.171509
0.001,1986,3.972,joint4,upper,0.173238
0.001,1987,3.974,joint4,upper,0.174975
0.001,1988,3.976,joint4,upper,0.176719
0.001,1989,3.978,joint4,upper,0.17847
0.001,1990,3.98,joint4,upper,0.180228
0.001,1991,3.982,joint4,upper,0.181995
0.001,1992,3.984,joint4,upper,0.183768
0.001,1993,3.986,joint4,upper,0.185549
0.001,1994,3.988,joint4,upper,0.187338
0.001,1995,3.99,joint4,upper,0.189134
0.001,1996,3.992,joint4,upper,0.190938
0.001,1997,3.994,joint4,upper,0.19275
0.001,1998,3.996,joint4,upper,0.194569
0.001,1999,3.998,joint4,upper,0.196396
0.001,2000,4.0,joint4,upper,0.198231
0.001,2001,4.002,joint4,upper,0.200074
0.001,2002,4.004,joint4,upper,0.201925
0.001,2003,4.006,joint4,upper,0.203783
0.001,2004,4.008,joint4,upper,0.20565
0.001,2005,4.01,joint4,upper,0.207524
0.001,2006,4.012,joint4,upper,0.209406
0.001,2007,4.014,joint4,upper,0.211297
0.001,2008,4.016,joint4,upper,0.213195
0.001,2009,4.018,joint4,upper,0.215102
0.001,2010,4.02,joint4,upper,0.217017
0.001,2011,4.022,joint4,upper,0.21894
0.001,2012,4.024,joint4,upper,0.220871
0.001,2013,4.026,joint4,upper,0.222811
0.001,2014,4.028,joint4,upper,0.224759
0.001,2015,4.03,joint4,upper,0.226715
0.001,2016,4.032,joint4,upper,0.22868
0.001,2017,4.034,joint4,upper,0.230653
0.001,2018,4.036,joint4,upper,0.232634
0.001,2019,4.038,joint4,upper,0.234624
0.001,2020,4.04,joint4,upper,0.236623
0.001,2021,4.042,joint4,upper,0.23863
0.001,2022,4.044,joint4,upper,0.240646
0.001,2023,4.046,joint4,upper,0.24267
0.001,2024,4.048,joint4,upper,0.244704
0.001,2025,4.05,joint4,upper,0.246745
0.001,2026,4.052,joint4,upper,0.248796
0.001,2027,4.054,joint4,upper,0.250856
0.001,2028,4.056,joint4,upper,0.252924
0.001,2029,4.058,joint4,upper,0.255001
0.001,2030,4.06,joint4,upper,0.257087
0.001,2031,4.062,joint4,upper,0.259183
0.001,2032,4.064,joint4,upper,0.261287
0.001,2033,4.066,joint4,upper,0.2634
0.001,2034,4.068,joint4,upper,0.265522
0.001,2035,4.07,joint4,upper,0.267654
0.001,2036,4.072,joint4,upper,0.269794
0.001,2037,4.074,joint4,upper,0.271944
0.001,2038,4.076,joint4,upper,0.274103
0.001,2039,4.078,joint4,upper,0.276271
0.001,2040,4.08,joint4,upper,0.278449
0.001,2041,4.082,joint4,upper,0.280636
0.001,2042,4.084,joint4,upper,0.282832
0.001,2043,4.086,joint4,upper,0.285038
0.001,2044,4.088,joint4,upper,0.287253
0.001,2045,4.09,joint4,upper,0.289478
0.001,2046,4.092,joint4,upper,0.291713
0.001,2047,4.094,joint4,upper,0.293957
0.001,2048,4.096,joint4,upper,0.29621
0.001,2049,4.098,joint4,upper,0.298473
0.001,2050,4.1,joint4,upper,0.300746
0.001,2051,4.102,joint4,upper,0.303029
0.001,2052,4.104,joint4,upper,0.305322
0.001,2053,4.106,joint4,upper,0.307624
0.001,2054,4.108,joint4,upper,0.309936
0.001,2055,4.11,joint4,upper,0.312258
0.001,2056,4.112,joint4,upper,0.31459
0.001,2057,4.114,joint4,upper,0.316932
0.001,2058,4.116,joint4,upper,0.319284
0.001,2059,4.118,joint4,upper,0.321646
0.001,2060,4.12,joint4,upper,0.324018
0.001,2061,4.122,joint4,upper,0.3264
0.001,2062,4.124,joint4,upper,0.328792
0.001,2063,4.126,joint4,upper,0.331195
0.001,2064,4.128,joint4,upper,0.333608
0.001,2065,4.13,joint4,upper,0.336031
0.001,2066,4.132,joint4,upper,0.338464
0.001,2067,4.134,joint4,upper,0.340907
0.001,2068,4.136,joint4,upper,0.343361
0.001,2069,4.138,joint4,upper,0.345826
0.001,2070,4.14,joint4,upper,0.3483
0.001,2071,4.142,joint4,upper,0.350786
0.001,2072,4.144,joint4,upper,0.353281
0.001,2073,4.146,joint4,upper,0.355788
0.001,2074,4.148,joint4,upper,0.358305
0.001,2075,4.15,joint4,upper,0.360832
0.001,2076,4.152,joint4,upper,0.36337
0.001,2077,4.154,joint4,upper,0.365919
0.001,2078,4.156,joint4,upper,0.368478
0.001,2079,4.158,joint4,upper,0.371048
0.001,2080,4.16,joint4,upper,0.373629
0.001,2081,4.162,joint4,upper,0.376221
0.001,2082,4.164,joint4,upper,0.378823
0.001,2083,4.166,joint4,upper,0.381436
0.001,2084,4.168,joint4,upper,0.38406
0.001,2085,4.17,joint4,upper,0.386695
0.001,2086,4.172,joint4,upper,0.389341
0.001,2087,4.174,joint4,upper,0.391998
0.001,2088,4.176,joint4,upper,0.394666
0.001,2089,4.178,joint4,upper,0.397344
0.001,2090,4.18,joint4,upper,0.400034
0.001,2091,4.182,joint4,upper,0.402735
0.001,2092,4.184,joint4,upper,0.405447
0.001,2093,4.186,joint4,upper,0.40817
0.001,2094,4.188,joint4,upper,0.410904
0.001,2095,4.19,joint4,upper,0.413649
0.001,2096,4.192,joint4,upper,0.416405
0.001,2097,4.194,joint4,upper,0.419172
0.001,2098,4.196,joint4,upper,0.421951
0.001,2099,4.198,joint4,upper,0.424741
0.001,2100,4.2,joint4,upper,0.427542
0.001,2101,4.202,joint4,upper,0.430354
0.001,2102,4.204,joint4,upper,0.433177
0.001,2103,4.206,joint4,upper,0.436012
0.001,2104,4.208,joint4,upper,0.438858
0.001,2105,4.21,joint4,upper,0.441715
0.001,2106,4.212,joint4,upper,0.444583
0.001,2107,4.214,joint4,upper,0.447463
0.001,2108,4.216,joint4,upper,0.450353
0.001,2109,4.218,joint4,upper,0.453256
0.001,2110,4.22,joint4,upper,0.456169
0.001,2111,4.222,joint4,upper,0.459094
0.001,2112,4.224,joint4,upper,0.46203
0.001,2113,4.226,joint4,upper,0.464977
0.001,2114,4.228,joint4,upper,0.467935
0.001,2115,4.23,joint4,upper,0.470905
0.001,2116,4.232,joint4,upper,0.473886
0.001,2117,4.234,joint4,upper,0.476878
0.001,2118,4.236,joint4,upper,0.479882
0.001,2119,4.238,joint4,upper,0.482897
0.001,2120,4.24,joint4,upper,0.485923
0.001,2121,4.242,joint4,upper,0.48896
0.001,2122,4.244,joint4,upper,0.492009
0.001,2123,4.246,joint4,upper,0.495068
0.001,2124,4.248,joint4,upper,0.498139
0.001,2125,4.25,joint4,upper,0.501221
0.001,2126,4.252,joint4,upper,0.504314
0.001,2127,4.254,joint4,upper,0.507418
0.001,2128,4.256,joint4,upper,0.510533
0.001,2129,4.258,joint4,upper,0.513659
0.001,2130,4.26,joint4,upper,0.516797
0.001,2131,4.262,joint4,upper,0.519945
0.001,2132,4.264,joint4,upper,0.523104
0.001,2133,4.266,joint4,upper,0.526274
0.001,2134,4.268,joint4,upper,0.529455
0.001,2135,4.27,joint4,upper,0.532646
0.001,2136,4.272,joint4,upper,0.535849
0.001,2137,4.274,joint4,upper,0.539062
0.001,2138,4.276,joint4,upper,0.542286
0.001,2139,4.278,joint4,upper,0.54552
0.001,2140,4.28,joint4,upper,0.548765
0.001,2141,4.282,joint4,upper,0.552021
0.001,2142,4.284,joint4,upper,0.555286
0.001,2143,4.286,joint4,upper,0.558563
0.001,2144,4.288,joint4,upper,0.561849
0.001,2145,4.29,joint4,upper,0.565146
0.001,2146,4.292,joint4,upper,0.568453
0.001,2147,4.294,joint4,upper,0.57177
0.001,2148,4.296,joint4,upper,0.575097
0.001,2149,4.298,joint4,upper,0.578434
0.001,2150,4.3,joint4,upper,0.581781
0.001,2151,4.302,joint4,upper,0.585138
0.001,2152,4.304,joint4,upper,0.588504
0.001,2153,4.306,joint4,upper,0.59188
0.001,2154,4.308,joint4,upper,0.595265
0.001,2155,4.31,joint4,upper,0.598659
0.001,2156,4.312,joint4,upper,0.602063
0.001,2157,4.314,joint4,upper,0.605476
0.001,2158,4.316,joint4,upper,0.608899
0.001,2159,4.318,joint4,upper,0.61233
0.001,2160,4.32,joint4,upper,0.615769
0.001,2161,4.322,joint4,upper,0.619218
0.001,2162,4.324,joint4,upper,0.622675
0.001,2163,4.326,joint4,upper,0.62614
0.001,2164,4.328,joint4,upper,0.629614
0.001,2165,4.33,joint4,upper,0.633096
0.001,2166,4.332,joint4,upper,0.636586
0.001,2167,4.334,joint4,upper,0.640084
0.001,2168,4.336,joint4,upper,0.643589
0.001,2169,4.338,joint4,upper,0.647102
0.001,2170,4.34,joint4,upper,0.650622
0.001,2171,4.342,joint4,upper,0.65415
0.001,2172,4.344,joint4,upper,0.657685
0.001,2173,4.346,joint4,upper,0.661226
0.001,2174,4.348,joint4,upper,0.664774
0.001,2175,4.35,joint4,upper,0.668329
0.001,2176,4.352,joint4,upper,0.67189
0.001,2177,4.354,joint4,upper,0.675457
0.001,2178,4.356,joint4,upper,0.679031
0.001,2179,4.358,joint4,upper,0.682609
0.001,2180,4.36,joint4,upper,0.686194
0.001,2181,4.362,joint4,upper,0.689784
0.001,2182,4.364,joint4,upper,0.693378
0.001,2183,4.366,joint4,upper,0.696978
0.001,2184,4.368,joint4,upper,0.700583
0.001,2185,4.37,joint4,upper,0.704192
0.001,2186,4.372,joint4,upper,0.707805
0.001,2187,4.374,joint4,upper,0.711422
0.001,2188,4.376,joint4,upper,0.715042
0.001,2189,4.378,joint4,upper,0.718667
0.001,2190,4.38,joint4,upper,0.722294
0.001,2191,4.382,joint4,upper,0.725925
0.001,2192,4.384,joint4,upper,0.729558
0.001,2193,4.386,joint4,upper,0.733193
0.001,2194,4.388,joint4,upper,0.736831
0.001,2195,4.39,joint4,upper,0.74047
0.001,2196,4.392,joint4,upper,0.744112
0.001,2197,4.394,joint4,upper,0.747754
0.001,2198,4.396,joint4,upper,0.751397
0.001,2199,4.398,joint4,upper,0.755042
0.001,2200,4.4,joint4,upper,0.758686
0.001,2201,4.402,joint4,upper,0.762331
0.001,2202,4.404,joint4,upper,0.765975
0.001,2203,4.406,joint4,upper,0.769619
0.001,2204,4.408,joint4,upper,0.773262
0.001,2205,4.41,joint4,upper,0.776904
0.001,2206,4.412,joint4,upper,0.780544
0.001,2207,4.414,joint4,upper,0.784182
0.001,2208,4.416,joint4,upper,0.787818
0.001,2209,4.418,joint4,upper,0.791452
0.001,2210,4.42,joint4,upper,0.795083
0.001,2211,4.422,joint4,upper,0.79871
0.001,2212,4.424,joint4,upper,0.802334
0.001,2213,4.426,joint4,upper,0.805954
0.001,2214,4.428,joint4,upper,0.809569
0.001,2215,4.43,joint4,upper,0.81318
0.001,2216,4.432,joint4,upper,0.816785
0.001,2217,4.434,joint4,upper,0.820386
0.001,2218,4.436,joint4,upper,0.82398
0.001,2219,4.438,joint4,upper,0.827568
0.001,2220,4.44,joint4,upper,0.831149
0.001,2221,4.442,joint4,upper,0.834723
0.001,2222,4.444,joint4,upper,0.838289
0.001,2223,4.446,joint4,upper,0.841848
0.001,2224,4.448,joint4,upper,0.845399
0.001,2225,4.45,joint4,upper,0.84894
0.001,2226,4.452,joint4,upper,0.852473
0.001,2227,4.454,joint4,upper,0.855996
0.001,2228,4.456,joint4,upper,0.859509
0.001,2229,4.458,joint4,upper,0.863012
0.001,2230,4.46,joint4,upper,0.866504
0.001,2231,4.462,joint4,upper,0.869985
0.001,2232,4.464,joint4,upper,0.873454
0.001,2233,4.466,joint4,upper,0.87691
0.001,2234,4.468,joint4,upper,0.880355
0.001,2235,4.47,joint4,upper,0.883786
0.001,2236,4.472,joint4,upper,0.887204
0.001,2237,4.474,joint4,upper,0.890608
0.001,2238,4.476,joint4,upper,0.893998
0.001,2239,4.478,joint4,upper,0.897374
0.001,2240,4.48,joint4,upper,0.900734
0.001,2241,4.482,joint4,upper,0.904078
0.001,2242,4.484,joint4,upper,0.907406
0.001,2243,4.486,joint4,upper,0.910718
0.001,2244,4.488,joint4,upper,0.914013
0.001,2245,4.49,joint4,upper,0.917291
0.001,2246,4.492,joint4,upper,0.920551
0.001,2247,4.494,joint4,upper,0.923792
0.001,2248,4.496,joint4,upper,0.927015
0.001,2249,4.498,joint4,upper,0.930219
0.001,2250,4.5,joint4,upper,0.933404
0.001,2251,4.502,joint4,upper,0.936568
0.001,2252,4.504,joint4,upper,0.939712
0.001,2253,4.506,joint4,upper,0.942836
