damping,nullspace_gain,step,time,joint1,joint2,joint3,joint4,joint5,joint6,joint7,position_error,condition_number,distance_from_home,any_clipped
0.0003,0.0,1085,2.17,-0.000102221,0.385467,5.65424e-05,-0.981066,-0.000384583,1.35087,-0.785282,0.0103917,26.394,0.738053,0
0.0003,0.0,1086,2.172,-0.000102368,0.386081,5.6734e-05,-0.980034,-0.000384781,1.35045,-0.785282,0.0103887,26.4461,0.739324,0
0.0003,0.0,1087,2.174,-0.000102515,0.386696,5.6926e-05,-0.979002,-0.000384981,1.35003,-0.785282,0.0103856,26.4985,0.740595,0
0.0003,0.0,1088,2.176,-0.000102661,0.387311,5.71184e-05,-0.977969,-0.000385181,1.34961,-0.785282,0.0103826,26.5511,0.741867,0
0.0003,0.0,1089,2.178,-0.000102807,0.387926,5.73112e-05,-0.976935,-0.000385381,1.34919,-0.785282,0.0103795,26.6039,0.743139,0
0.0003,0.0,1090,2.18,-0.000102953,0.388541,5.75044e-05,-0.9759,-0.000385582,1.34877,-0.785282,0.0103764,26.657,0.744412,0
0.0003,0.0,1091,2.182,-0.000103099,0.389156,5.76979e-05,-0.974865,-0.000385784,1.34835,-0.785282,0.0103733,26.7104,0.745686,0
0.0003,0.0,1092,2.184,-0.000103244,0.389772,5.78918e-05,-0.97383,-0.000385986,1.34793,-0.785282,0.0103702,26.764,0.746961,0
0.0003,0.0,1093,2.186,-0.00010339,0.390388,5.80861e-05,-0.972794,-0.000386189,1.34751,-0.785282,0.0103671,26.8178,0.748237,0
0.0003,0.0,1094,2.188,-0.000103535,0.391004,5.82808e-05,-0.971757,-0.000386392,1.34708,-0.785281,0.010364,26.8719,0.749513,0
0.0003,0.0,1095,2.19,-0.000103679,0.39162,5.84759e-05,-0.97072,-0.000386596,1.34666,-0.785281,0.0103609,26.9263,0.750789,0
0.0003,0.0,1096,2.192,-0.000103824,0.392237,5.86713e-05,-0.969682,-0.0003868,1.34624,-0.785281,0.0103577,26.9809,0.752067,0
0.0003,0.0,1097,2.194,-0.000103968,0.392854,5.88671e-05,-0.968643,-0.000387005,1.34581,-0.785281,0.0103546,27.0357,0.753345,0
0.0003,0.0,1098,2.196,-0.000104112,0.393471,5.90633e-05,-0.967604,-0.000387211,1.34539,-0.785281,0.0103514,27.0909,0.754624,0
0.0003,0.0,1099,2.198,-0.000104256,0.394088,5.92599e-05,-0.966565,-0.000387417,1.34497,-0.785281,0.0103483,27.1462,0.755904,0
0.0003,0.0,1100,2.2,-0.0001044,0.394706,5.94568e-05,-0.965524,-0.000387624,1.34454,-0.785281,0.0103451,27.2019,0.757184,0
0.0003,0.0,1101,2.202,-0.000104543,0.395323,5.96541e-05,-0.964484,-0.000387831,1.34412,-0.785281,0.0103419,27.2578,0.758465,0
0.0003,0.0,1102,2.204,-0.000104686,0.395941,5.98518e-05,-0.963442,-0.000388039,1.34369,-0.785281,0.0103387,27.314,0.759747,0
0.0003,0.0,1103,2.206,-0.000104829,0.39656,6.00499e-05,-0.9624,-0.000388248,1.34327,-0.785281,0.0103355,27.3704,0.761029,0
0.0003,0.0,1104,2.208,-0.000104971,0.397178,6.02484e-05,-0.961358,-0.000388457,1.34284,-0.785281,0.0103323,27.4272,0.762312,0
0.0003,0.0,1105,2.21,-0.000105113,0.397797,6.04472e-05,-0.960315,-0.000388666,1.34241,-0.785281,0.0103291,27.4842,0.763596,0
0.0003,0.0,1106,2.212,-0.000105255,0.398415,6.06464e-05,-0.959271,-0.000388877,1.34199,-0.785281,0.0103259,27.5414,0.76488,0
0.0003,0.0,1107,2.214,-0.000105397,0.399034,6.08459e-05,-0.958227,-0.000389087,1.34156,-0.785281,0.0103226,27.599,0.766165,0
0.0003,0.0,1108,2.216,-0.000105538,0.399654,6.10459e-05,-0.957182,-0.000389299,1.34113,-0.78528,0.0103194,27.6568,0.767451,0
0.0003,0.0,1109,2.218,-0.00010568,0.400273,6.12462e-05,-0.956136,-0.000389511,1.3407,-0.78528,0.0103161,27.7149,0.768738,0
0.0003,0.0,1110,2.22,-0.000105821,0.400893,6.14469e-05,-0.95509,-0.000389723,1.34028,-0.78528,0.0103129,27.7733,0.770025,0
0.0003,0.0,1111,2.222,-0.000105961,0.401513,6.1648e-05,-0.954044,-0.000389936,1.33985,-0.78528,0.0103096,27.832,0.771313,0
0.0003,0.0,1112,2.224,-0.000106101,0.402133,6.18494e-05,-0.952997,-0.00039015,1.33942,-0.78528,0.0103063,27.8909,0.772601,0
0.0003,0.0,1113,2.226,-0.000106242,0.402754,6.20513e-05,-0.951949,-0.000390364,1.33899,-0.78528,0.010303,27.9502,0.77389,0
0.0003,0.0,1114,2.228,-0.000106381,0.403374,6.22534e-05,-0.950901,-0.000390579,1.33856,-0.78528,0.0102997,28.0097,0.77518,0
0.0003,0.0,1115,2.23,-0.000106521,0.403995,6.2456e-05,-0.949852,-0.000390794,1.33813,-0.78528,0.0102964,28.0695,0.776471,0
0.0003,0.0,1116,2.232,-0.00010666,0.404616,6.2659e-05,-0.948802,-0.00039101,1.3377,-0.78528,0.0102931,28.1297,0.777762,0
0.0003,0.0,1117,2.234,-0.000106799,0.405237,6.28623e-05,-0.947752,-0.000391227,1.33727,-0.78528,0.0102898,28.1901,0.779054,0
0.0003,0.0,1118,2.236,-0.000106938,0.405859,6.30659e-05,-0.946702,-0.000391444,1.33684,-0.78528,0.0102865,28.2508,0.780347,0
0.0003,0.0,1119,2.238,-0.000107076,0.40648,6.327e-05,-0.945651,-0.000391662,1.33641,-0.78528,0.0102832,28.3118,0.78164,0
0.0003,0.0,1120,2.24,-0.000107214,0.407102,6.34744e-05,-0.944599,-0.00039188,1.33598,-0.78528,0.0102798,28.3731,0.782934,0
0.0003,0.0,1121,2.242,-0.000107352,0.407725,6.36792e-05,-0.943547,-0.000392099,1.33554,-0.78528,0.0102765,28.4348,0.784229,0
0.0003,0.0,1122,2.244,-0.00010749,0.408347,6.38844e-05,-0.942494,-0.000392319,1.33511,-0.785279,0.0102731,28.4967,0.785524,0
0.0003,0.0,1123,2.246,-0.000107627,0.408969,6.40899e-05,-0.94144,-0.000392539,1.33468,-0.785279,0.0102698,28.5589,0.78682,0
0.0003,0.0,1124,2.248,-0.000107764,0.409592,6.42958e-05,-0.940386,-0.000392759,1.33425,-0.785279,0.0102664,28.6215,0.788117,0
0.0003,0.0,1125,2.25,-0.0001079,0.410215,6.45021e-05,-0.939332,-0.000392981,1.33381,-0.785279,0.010263,28.6843,0.789414,0
0.0003,0.0,1126,2.252,-0.000108037,0.410838,6.47088e-05,-0.938277,-0.000393203,1.33338,-0.785279,0.0102596,28.7475,0.790712,0
0.0003,0.0,1127,2.254,-0.000108173,0.411462,6.49158e-05,-0.937221,-0.000393425,1.33294,-0.785279,0.0102562,28.811,0.792011,0
0.0003,0.0,1128,2.256,-0.000108308,0.412085,6.51232e-05,-0.936165,-0.000393648,1.33251,-0.785279,0.0102528,28.8749,0.79331,0
0.0003,0.0,1129,2.258,-0.000108444,0.412709,6.53309e-05,-0.935108,-0.000393872,1.33208,-0.785279,0.0102494,28.939,0.79461,0
0.0003,0.0,1130,2.26,-0.000108579,0.413333,6.5539e-05,-0.934051,-0.000394096,1.33164,-0.785279,0.010246,29.0035,0.795911,0
0.0003,0.0,1131,2.262,-0.000108714,0.413958,6.57475e-05,-0.932993,-0.000394321,1.3312,-0.785279,0.0102426,29.0683,0.797212,0
0.0003,0.0,1132,2.264,-0.000108848,0.414582,6.59564e-05,-0.931934,-0.000394546,1.33077,-0.785279,0.0102391,29.1334,0.798514,0
0.0003,0.0,1133,2.266,-0.000108983,0.415207,6.61656e-05,-0.930875,-0.000394772,1.33033,-0.785279,0.0102357,29.1989,0.799817,0
0.0003,0.0,1134,2.268,-0.000109116,0.415832,6.63752e-05,-0.929816,-0.000394999,1.3299,-0.785279,0.0102323,29.2647,0.80112,0
0.0003,0.0,1135,2.27,-0.00010925,0.416457,6.65852e-05,-0.928756,-0.000395226,1.32946,-0.785278,0.0102288,29.3308,0.802424,0
0.0003,0.0,1136,2.272,-0.000109383,0.417082,6.67955e-05,-0.927695,-0.000395454,1.32902,-0.785278,0.0102254,29.3973,0.803729,0
0.0003,0.0,1137,2.274,-0.000109516,0.417707,6.70062e-05,-0.926634,-0.000395682,1.32858,-0.785278,0.0102219,29.4641,0.805034,0
0.0003,0.0,1138,2.276,-0.000109649,0.418333,6.72172e-05,-0.925572,-0.000395911,1.32815,-0.785278,0.0102184,29.5313,0.80634,0
0.0003,0.0,1139,2.278,-0.000109781,0.418959,6.74287e-05,-0.924509,-0.000396141,1.32771,-0.785278,0.0102149,29.5988,0.807647,0
0.0003,0.0,1140,2.28,-0.000109913,0.419585,6.76404e-05,-0.923446,-0.000396371,1.32727,-0.785278,0.0102115,29.6667,0.808954,0
0.0003,0.0,1141,2.282,-0.000110045,0.420211,6.78526e-05,-0.922383,-0.000396602,1.32683,-0.785278,0.010208,29.7349,0.810262,0
0.0003,0.0,1142,2.284,-0.000110176,0.420838,6.80651e-05,-0.921319,-0.000396833,1.32639,-0.785278,0.0102045,29.8035,0.811571,0
0.0003,0.0,1143,2.286,-0.000110307,0.421465,6.8278e-05,-0.920254,-0.000397065,1.32595,-0.785278,0.010201,29.8724,0.81288,0
0.0003,0.0,1144,2.288,-0.000110438,0.422092,6.84912e-05,-0.919189,-0.000397298,1.32551,-0.785278,0.0101975,29.9417,0.81419,0
0.0003,0.0,1145,2.29,-0.000110568,0.422719,6.87048e-05,-0.918124,-0.000397531,1.32507,-0.785278,0.0101939,30.0114,0.815501,0
0.0003,0.0,1146,2.292,-0.000110698,0.423346,6.89188e-05,-0.917057,-0.000397765,1.32463,-0.785278,0.0101904,30.0814,0.816812,0
0.0003,0.0,1147,2.294,-0.000110828,0.423974,6.91331e-05,-0.915991,-0.000397999,1.32419,-0.785278,0.0101869,30.1518,0.818124,0
0.0003,0.0,1148,2.296,-0.000110957,0.424601,6.93478e-05,-0.914923,-0.000398234,1.32375,-0.785278,0.0101834,30.2226,0.819437,0
0.0003,0.0,1149,2.298,-0.000111086,0.425229,6.95628e-05,-0.913855,-0.00039847,1.32331,-0.785277,0.0101798,30.2937,0.82075,0
0.0003,0.0,1150,2.3,-0.000111215,0.425858,6.97782e-05,-0.912787,-0.000398706,1.32287,-0.785277,0.0101763,30.3652,0.822064,0
0.0003,0.0,1151,2.302,-0.000111343,0.426486,6.9994e-05,-0.911718,-0.000398943,1.32242,-0.785277,0.0101727,30.4372,0.823379,0
0.0003,0.0,1152,2.304,-0.000111471,0.427114,7.02101e-05,-0.910648,-0.000399181,1.32198,-0.785277,0.0101692,30.5094,0.824694,0
0.0003,0.0,1153,2.306,-0.000111599,0.427743,7.04266e-05,-0.909578,-0.000399419,1.32154,-0.785277,0.0101656,30.5821,0.82601,0
0.0003,0.0,1154,2.308,-0.000111726,0.428372,7.06434e-05,-0.908508,-0.000399657,1.32109,-0.785277,0.010162,30.6552,0.827326,0
0.0003,0.0,1155,2.31,-0.000111853,0.429001,7.08606e-05,-0.907436,-0.000399897,1.32065,-0.785277,0.0101584,30.7287,0.828643,0
0.0003,0.0,1156,2.312,-0.000111979,0.429631,7.10782e-05,-0.906365,-0.000400136,1.32021,-0.785277,0.0101549,30.8025,0.829961,0
0.0003,0.0,1157,2.314,-0.000112106,0.43026,7.12961e-05,-0.905293,-0.000400377,1.31976,-0.785277,0.0101513,30.8768,0.83128,0
0.0003,0.0,1158,2.316,-0.000112231,0.43089,7.15144e-05,-0.90422,-0.000400618,1.31932,-0.785277,0.0101477,30.9515,0.832599,0
0.0003,0.0,1159,2.318,-0.000112357,0.43152,7.1733e-05,-0.903146,-0.00040086,1.31887,-0.785277,0.0101441,31.0265,0.833919,0
0.0003,0.0,1160,2.32,-0.000112482,0.43215,7.1952e-05,-0.902072,-0.000401102,1.31843,-0.785277,0.0101405,31.102,0.835239,0
0.0003,0.0,1161,2.322,-0.000112607,0.43278,7.21713e-05,-0.900998,-0.000401345,1.31798,-0.785277,0.0101369,31.1779,0.83656,0
0.0003,0.0,1162,2.324,-0.000112731,0.433411,7.2391e-05,-0.899923,-0.000401589,1.31754,-0.785277,0.0101332,31.2542,0.837882,0
0.0003,0.0,1163,2.326,-0.000112855,0.434042,7.26111e-05,-0.898848,-0.000401833,1.31709,-0.785276,0.0101296,31.331,0.839204,0
0.0003,0.0,1164,2.328,-0.000112979,0.434673,7.28315e-05,-0.897771,-0.000402078,1.31664,-0.785276,0.010126,31.4081,0.840527,0
0.0003,0.0,1165,2.33,-0.000113102,0.435304,7.30522e-05,-0.896695,-0.000402323,1.31619,-0.785276,0.0101224,31.4857,0.841851,0
0.0003,0.0,1166,2.332,-0.000113225,0.435935,7.32733e-05,-0.895618,-0.000402569,1.31575,-0.785276,0.0101187,31.5637,0.843175,0
0.0003,0.0,1167,2.334,-0.000113348,0.436567,7.34948e-05,-0.89454,-0.000402816,1.3153,-0.785276,0.0101151,31.6422,0.8445,0
0.0003,0.0,1168,2.336,-0.00011347,0.437198,7.37166e-05,-0.893462,-0.000403063,1.31485,-0.785276,0.0101114,31.7211,0.845825,0
0.0003,0.0,1169,2.338,-0.000113592,0.43783,7.39387e-05,-0.892383,-0.000403311,1.3144,-0.785276,0.0101078,31.8004,0.847152,0
0.0003,0.0,1170,2.34,-0.000113713,0.438462,7.41612e-05,-0.891304,-0.000403559,1.31395,-0.785276,0.0101041,31.8802,0.848478,0
0.0003,0.0,1171,2.342,-0.000113834,0.439095,7.43841e-05,-0.890224,-0.000403808,1.3135,-0.785276,0.0101005,31.9604,0.849806,0
0.0003,0.0,1172,2.344,-0.000113955,0.439727,7.46073e-05,-0.889144,-0.000404058,1.31306,-0.785276,0.0100968,32.0411,0.851134,0
0.0003,0.0,1173,2.346,-0.000114075,0.44036,7.48309e-05,-0.888063,-0.000404308,1.31261,-0.785276,0.0100931,32.1222,0.852463,0
0.0003,0.0,1174,2.348,-0.000114195,0.440993,7.50548e-05,-0.886981,-0.000404559,1.31216,-0.785276,0.0100894,32.2038,0.853792,0
0.0003,0.0,1175,2.35,-0.000114315,0.441626,7.5279e-05,-0.885899,-0.000404811,1.3117,-0.785276,0.0100858,32.2858,0.855122,0
0.0003,0.0,1176,2.352,-0.000114434,0.442259,7.55036e-05,-0.884817,-0.000405063,1.31125,-0.785275,0.0100821,32.3683,0.856453,0
0.0003,0.0,1177,2.354,-0.000114552,0.442892,7.57286e-05,-0.883734,-0.000405316,1.3108,-0.785275,0.0100784,32.4513,0.857784,0
0.0003,0.0,1178,2.356,-0.000114671,0.443526,7.59538e-05,-0.88265,-0.000405569,1.31035,-0.785275,0.0100747,32.5348,0.859116,0
0.0003,0.0,1179,2.358,-0.000114789,0.44416,7.61795e-05,-0.881566,-0.000405823,1.3099,-0.785275,0.010071,32.6187,0.860449,0
0.0003,0.0,1180,2.36,-0.000114906,0.444794,7.64055e-05,-0.880481,-0.000406078,1.30945,-0.785275,0.0100673,32.7032,0.861782,0
0.0003,0.0,1181,2.362,-0.000115023,0.445428,7.66318e-05,-0.879396,-0.000406333,1.30899,-0.785275,0.0100636,32.7881,0.863116,0
0.0003,0.0,1182,2.364,-0.00011514,0.446063,7.68584e-05,-0.87831,-0.000406589,1.30854,-0.785275,0.0100599,32.8735,0.86445,0
0.0003,0.0,1183,2.366,-0.000115257,0.446697,7.70855e-05,-0.877224,-0.000406846,1.30809,-0.785275,0.0100562,32.9594,0.865786,0
0.0003,0.0,1184,2.368,-0.000115372,0.447332,7.73128e-05,-0.876137,-0.000407103,1.30763,-0.785275,0.0100524,33.0458,0.867121,0
0.0003,0.0,1185,2.37,-0.000115488,0.447967,7.75405e-05,-0.87505,-0.000407361,1.30718,-0.785275,0.0100487,33.1327,0.868458,0
0.0003,0.0,1186,2.372,-0.000115603,0.448602,7.77685e-05,-0.873962,-0.000407619,1.30673,-0.785275,0.010045,33.2201,0.869795,0
0.0003,0.0,1187,2.374,-0.000115718,0.449237,7.79969e-05,-0.872873,-0.000407878,1.30627,-0.785275,0.0100413,33.308,0.871133,0
0.0003,0.0,1188,2.376,-0.000115832,0.449873,7.82256e-05,-0.871785,-0.000408138,1.30582,-0.785275,0.0100375,33.3965,0.872471,0
0.0003,0.0,1189,2.378,-0.000115946,0.450509,7.84547e-05,-0.870695,-0.000408398,1.30536,-0.785275,0.0100338,33.4854,0.87381,0
0.0003,0.0,1190,2.38,-0.000116059,0.451145,7.8684e-05,-0.869605,-0.000408659,1.30491,-0.785274,0.0100301,33.5749,0.875149,0
0.0003,0.0,1191,2.382,-0.000116173,0.451781,7.89138e-05,-0.868515,-0.000408921,1.30445,-0.785274,0.0100263,33.665,0.87649,0
0.0003,0.0,1192,2.384,-0.000116285,0.452417,7.91438e-05,-0.867423,-0.000409183,1.30399,-0.785274,0.0100226,33.7555,0.87783,0
0.0003,0.0,1193,2.386,-0.000116397,0.453054,7.93742e-05,-0.866332,-0.000409446,1.30354,-0.785274,0.0100188,33.8466,0.879172,0
0.0003,0.0,1194,2.388,-0.000116509,0.45369,7.9605e-05,-0.86524,-0.000409709,1.30308,-0.785274,0.0100151,33.9383,0.880514,0
0.0003,0.0,1195,2.39,-0.00011662,0.454327,7.9836e-05,-0.864147,-0.000409973,1.30262,-0.785274,0.0100113,34.0305,0.881857,0
0.0003,0.0,1196,2.392,-0.000116731,0.454964,8.00674e-05,-0.863054,-0.000410238,1.30216,-0.785274,0.0100075,34.1232,0.8832,0
0.0003,0.0,1197,2.394,-0.000116842,0.455601,8.02992e-05,-0.86196,-0.000410503,1.30171,-0.785274,0.0100038,34.2165,0.884544,0
0.0003,0.0,1198,2.396,-0.000116952,0.456239,8.05312e-05,-0.860866,-0.000410769,1.30125,-0.785274,0.01,34.3104,0.885889,0
0.0003,0.0,1199,2.398,-0.000117062,0.456876,8.07636e-05,-0.859771,-0.000411036,1.30079,-0.785274,0.00999622,34.4048,0.887234,0
0.0003,0.0,1200,2.4,-0.000117171,0.457514,8.09964e-05,-0.858676,-0.000411303,1.30033,-0.785274,0.00999245,34.4999,0.88858,0
0.0003,0.0,1201,2.402,-0.000117279,0.458152,8.12294e-05,-0.85758,-0.000411571,1.29987,-0.785274,0.00998867,34.5955,0.889926,0
0.0003,0.0,1202,2.404,-0.000117388,0.45879,8.14628e-05,-0.856484,-0.000411839,1.29941,-0.785274,0.00998489,34.6917,0.891274,0
0.0003,0.0,1203,2.406,-0.000117496,0.459429,8.16965e-05,-0.855387,-0.000412108,1.29895,-0.785274,0.00998111,34.7884,0.892621,0
0.0003,0.0,1204,2.408,-0.000117603,0.460067,8.19306e-05,-0.854289,-0.000412378,1.29849,-0.785273,0.00997732,34.8858,0.89397,0
0.0003,0.0,1205,2.41,-0.00011771,0.460706,8.2165e-05,-0.853191,-0.000412649,1.29803,-0.785273,0.00997353,34.9838,0.895319,0
0.0003,0.0,1206,2.412,-0.000117817,0.461345,8.23997e-05,-0.852093,-0.00041292,1.29757,-0.785273,0.00996974,35.0824,0.896669,0
0.0003,0.0,1207,2.414,-0.000117923,0.461984,8.26347e-05,-0.850994,-0.000413191,1.29711,-0.785273,0.00996594,35.1816,0.898019,0
0.0003,0.0,1208,2.416,-0.000118028,0.462623,8.287e-05,-0.849894,-0.000413464,1.29665,-0.785273,0.00996215,35.2814,0.89937,0
0.0003,0.0,1209,2.418,-0.000118133,0.463263,8.31057e-05,-0.848794,-0.000413737,1.29618,-0.785273,0.00995835,35.3818,0.900721,0
0.0003,0.0,1210,2.42,-0.000118238,0.463902,8.33417e-05,-0.847694,-0.00041401,1.29572,-0.785273,0.00995455,35.4829,0.902074,0
0.0003,0.0,1211,2.422,-0.000118342,0.464542,8.3578e-05,-0.846592,-0.000414284,1.29526,-0.785273,0.00995074,35.5846,0.903426,0
0.0003,0.0,1212,2.424,-0.000118446,0.465182,8.38147e-05,-0.845491,-0.000414559,1.2948,-0.785273,0.00994694,35.687,0.90478,0
0.0003,0.0,1213,2.426,-0.000118549,0.465822,8.40516e-05,-0.844388,-0.000414835,1.29433,-0.785273,0.00994313,35.79,0.906134,0
0.0003,0.0,1214,2.428,-0.000118652,0.466463,8.42889e-05,-0.843286,-0.000415111,1.29387,-0.785273,0.00993932,35.8936,0.907489,0
0.0003,0.0,1215,2.43,-0.000118755,0.467103,8.45265e-05,-0.842183,-0.000415388,1.2934,-0.785273,0.0099355,35.998,0.908844,0
0.0003,0.0,1216,2.432,-0.000118857,0.467744,8.47645e-05,-0.841079,-0.000415665,1.29294,-0.785273,0.00993169,36.103,0.9102,0
0.0003,0.0,1217,2.434,-0.000118958,0.468385,8.50027e-05,-0.839974,-0.000415943,1.29247,-0.785272,0.00992787,36.2086,0.911557,0
0.0003,0.0,1218,2.436,-0.000119059,0.469026,8.52413e-05,-0.83887,-0.000416222,1.29201,-0.785272,0.00992405,36.315,0.912914,0
0.0003,0.0,1219,2.438,-0.000119159,0.469667,8.54801e-05,-0.837764,-0.000416501,1.29154,-0.785272,0.00992023,36.422,0.914272,0
0.0003,0.0,1220,2.44,-0.000119259,0.470309,8.57193e-05,-0.836658,-0.000416781,1.29108,-0.785272,0.00991641,36.5297,0.91563,0
0.0003,0.0,1221,2.442,-0.000119359,0.47095,8.59588e-05,-0.835552,-0.000417062,1.29061,-0.785272,0.00991258,36.6381,0.916989,0
0.0003,0.0,1222,2.444,-0.000119458,0.471592,8.61986e-05,-0.834445,-0.000417343,1.29015,-0.785272,0.00990876,36.7472,0.918349,0
0.0003,0.0,1223,2.446,-0.000119557,0.472234,8.64388e-05,-0.833337,-0.000417625,1.28968,-0.785272,0.00990493,36.8571,0.919709,0
0.0003,0.0,1224,2.448,-0.000119655,0.472877,8.66792e-05,-0.832229,-0.000417908,1.28921,-0.785272,0.0099011,36.9676,0.92107,0
0.0003,0.0,1225,2.45,-0.000119752,0.473519,8.692e-05,-0.831121,-0.000418191,1.28874,-0.785272,0.00989727,37.0789,0.922432,0
0.0003,0.0,1226,2.452,-0.000119849,0.474162,8.7161e-05,-0.830012,-0.000418475,1.28828,-0.785272,0.00989344,37.1909,0.923794,0
0.0003,0.0,1227,2.454,-0.000119946,0.474804,8.74024e-05,-0.828902,-0.000418759,1.28781,-0.785272,0.0098896,37.3037,0.925157,0
0.0003,0.0,1228,2.456,-0.000120042,0.475447,8.76441e-05,-0.827792,-0.000419044,1.28734,-0.785272,0.00988577,37.4172,0.926521,0
0.0003,0.0,1229,2.458,-0.000120138,0.47609,8.7886e-05,-0.826681,-0.00041933,1.28687,-0.785272,0.00988193,37.5315,0.927885,0
0.0003,0.0,1230,2.46,-0.000120233,0.476734,8.81283e-05,-0.82557,-0.000419616,1.2864,-0.785272,0.0098781,37.6465,0.92925,0
0.0003,0.0,1231,2.462,-0.000120327,0.477377,8.83709e-05,-0.824458,-0.000419903,1.28593,-0.785271,0.00987426,37.7623,0.930615,0
0.0003,0.0,1232,2.464,-0.000120422,0.478021,8.86138e-05,-0.823346,-0.000420191,1.28546,-0.785271,0.00987042,37.8789,0.931981,0
0.0003,0.0,1233,2.466,-0.000120515,0.478665,8.8857e-05,-0.822233,-0.000420479,1.28499,-0.785271,0.00986658,37.9963,0.933348,0
0.0003,0.0,1234,2.468,-0.000120608,0.479309,8.91005e-05,-0.82112,-0.000420768,1.28452,-0.785271,0.00986274,38.1145,0.934715,0
0.0003,0.0,1235,2.47,-0.000120701,0.479953,8.93443e-05,-0.820006,-0.000421058,1.28405,-0.785271,0.0098589,38.2335,0.936083,0
0.0003,0.0,1236,2.472,-0.000120793,0.480598,8.95885e-05,-0.818892,-0.000421348,1.28358,-0.785271,0.00985505,38.3532,0.937452,0
0.0003,0.0,1237,2.474,-0.000120884,0.481242,8.98329e-05,-0.817777,-0.000421639,1.28311,-0.785271,0.00985121,38.4739,0.938821,0
0.0003,0.0,1238,2.476,-0.000120976,0.481887,9.00776e-05,-0.816661,-0.000421931,1.28263,-0.785271,0.00984737,38.5953,0.940191,0
0.0003,0.0,1239,2.478,-0.000121066,0.482532,9.03226e-05,-0.815545,-0.000422223,1.28216,-0.785271,0.00984352,38.7176,0.941562,0
0.0003,0.0,1240,2.48,-0.000121156,0.483177,9.05679e-05,-0.814428,-0.000422516,1.28169,-0.785271,0.00983968,38.8407,0.942933,0
0.0003,0.0,1241,2.482,-0.000121245,0.483823,9.08135e-05,-0.813311,-0.00042281,1.28122,-0.785271,0.00983583,38.9647,0.944305,0
0.0003,0.0,1242,2.484,-0.000121334,0.484468,9.10593e-05,-0.812194,-0.000423104,1.28074,-0.785271,0.00983198,39.0895,0.945677,0
0.0003,0.0,1243,2.486,-0.000121423,0.485114,9.13055e-05,-0.811076,-0.000423399,1.28027,-0.785271,0.00982814,39.2152,0.94705,0
0.0003,0.0,1244,2.488,-0.000121511,0.48576,9.1552e-05,-0.809957,-0.000423694,1.27979,-0.785271,0.00982429,39.3418,0.948424,0
0.0003,0.0,1245,2.49,-0.000121598,0.486406,9.17987e-05,-0.808838,-0.00042399,1.27932,-0.785271,0.00982044,39.4693,0.949798,0
0.0003,0.0,1246,2.492,-0.000121685,0.487052,9.20458e-05,-0.807718,-0.000424287,1.27885,-0.78527,0.0098166,39.5977,0.951173,0
0.0003,0.0,1247,2.494,-0.000121771,0.487699,9.22931e-05,-0.806597,-0.000424584,1.27837,-0.78527,0.00981275,39.727,0.952549,0
0.0003,0.0,1248,2.496,-0.000121857,0.488346,9.25408e-05,-0.805477,-0.000424882,1.2779,-0.78527,0.0098089,39.8572,0.953925,0
0.0003,0.0,1249,2.498,-0.000121942,0.488992,9.27887e-05,-0.804355,-0.000425181,1.27742,-0.78527,0.00980506,39.9884,0.955302,0
0.0003,0.0,1250,2.5,-0.000122027,0.489639,9.30369e-05,-0.803233,-0.000425481,1.27694,-0.78527,0.00980121,40.1205,0.95668,0
0.0003,0.0,1251,2.502,-0.000122111,0.490287,9.32854e-05,-0.802111,-0.000425781,1.27647,-0.78527,0.00979736,40.2535,0.958058,0
0.0003,0.0,1252,2.504,-0.000122194,0.490934,9.35341e-05,-0.800988,-0.000426081,1.27599,-0.78527,0.00979351,40.3875,0.959437,0
0.0003,0.0,1253,2.506,-0.000122277,0.491582,9.37832e-05,-0.799864,-0.000426383,1.27551,-0.78527,0.00978967,40.5225,0.960817,0
0.0003,0.0,1254,2.508,-0.00012236,0.49223,9.40325e-05,-0.79874,-0.000426685,1.27503,-0.78527,0.00978582,40.6585,0.962197,0
0.0003,0.0,1255,2.51,-0.000122442,0.492878,9.42821e-05,-0.797615,-0.000426987,1.27456,-0.78527,0.00978198,40.7954,0.963578,0
0.0003,0.0,1256,2.512,-0.000122523,0.493526,9.4532e-05,-0.79649,-0.000427291,1.27408,-0.78527,0.00977813,40.9334,0.964959,0
0.0003,0.0,1257,2.514,-0.000122604,0.494174,9.47822e-05,-0.795364,-0.000427595,1.2736,-0.78527,0.00977429,41.0723,0.966341,0
0.0003,0.0,1258,2.516,-0.000122684,0.494823,9.50326e-05,-0.794238,-0.000427899,1.27312,-0.78527,0.00977044,41.2123,0.967724,0
0.0003,0.0,1259,2.518,-0.000122764,0.495472,9.52833e-05,-0.793111,-0.000428204,1.27264,-0.78527,0.0097666,41.3534,0.969107,0
0.0003,0.0,1260,2.52,-0.000122843,0.496121,9.55343e-05,-0.791984,-0.00042851,1.27216,-0.785269,0.00976276,41.4954,0.970492,0
0.0003,0.0,1261,2.522,-0.000122921,0.49677,9.57856e-05,-0.790856,-0.000428817,1.27168,-0.785269,0.00975891,41.6386,0.971876,0
0.0003,0.0,1262,2.524,-0.000122999,0.497419,9.60371e-05,-0.789727,-0.000429124,1.2712,-0.785269,0.00975507,41.7828,0.973262,0
0.0003,0.0,1263,2.526,-0.000123076,0.498069,9.62889e-05,-0.788598,-0.000429432,1.27072,-0.785269,0.00975123,41.9281,0.974648,0
