damping,nullspace_gain,step,time,joint1,joint2,joint3,joint4,joint5,joint6,joint7,position_error,condition_number,distance_from_home,any_clipped
0.001,0.0,2244,4.488,1.16195e-05,1.24294,-9.19129e-05,-0.074908,-0.0006356,0.558758,-0.785526,0.221602,32.3689,2.19244,1
0.001,0.0,2245,4.49,1.16418e-05,1.24441,-9.26141e-05,-0.0749184,-0.000637524,0.556796,-0.785528,0.222305,32.3604,2.19417,1
0.001,0.0,2246,4.492,1.16624e-05,1.24588,-9.33236e-05,-0.0749289,-0.000639461,0.554832,-0.78553,0.223005,32.3519,2.1959,1
0.001,0.0,2247,4.494,1.16815e-05,1.24735,-9.40412e-05,-0.0749395,-0.000641411,0.552868,-0.785532,0.223702,32.3435,2.19764,1
0.001,0.0,2248,4.496,1.16989e-05,1.24881,-9.47668e-05,-0.0749502,-0.000643373,0.550903,-0.785533,0.224394,32.335,2.19937,1
0.001,0.0,2249,4.498,1.17147e-05,1.25027,-9.55005e-05,-0.074961,-0.000645349,0.548938,-0.785535,0.225082,32.3266,2.2011,1
0.001,0.0,2250,4.5,1.17289e-05,1.25172,-9.6242e-05,-0.074972,-0.000647337,0.546973,-0.785537,0.225766,32.3181,2.20283,1
0.001,0.0,2251,4.502,1.17415e-05,1.25317,-9.69915e-05,-0.074983,-0.000649338,0.545007,-0.785539,0.226447,32.3097,2.20456,1
0.001,0.0,2252,4.504,1.17525e-05,1.25461,-9.77487e-05,-0.0749941,-0.000651352,0.543042,-0.78554,0.227122,32.3014,2.20629,1
0.001,0.0,2253,4.506,1.17619e-05,1.25605,-9.85136e-05,-0.0750053,-0.000653378,0.541077,-0.785542,0.227794,32.293,2.20802,1
0.001,0.0,2254,4.508,1.17698e-05,1.25749,-9.92862e-05,-0.0750166,-0.000655416,0.539112,-0.785544,0.228461,32.2847,2.20975,1
0.001,0.0,2255,4.51,1.17761e-05,1.25892,-0.000100066,-0.0750279,-0.000657467,0.537148,-0.785546,0.229124,32.2764,2.21147,1
0.001,0.0,2256,4.512,1.17809e-05,1.26034,-0.000100854,-0.0750394,-0.00065953,0.535184,-0.785547,0.229782,32.2681,2.21319,1
0.001,0.0,2257,4.514,1.17841e-05,1.26177,-0.000101648,-0.0750509,-0.000661606,0.533222,-0.785549,0.230436,32.2599,2.21491,1
0.001,0.0,2258,4.516,1.17859e-05,1.26318,-0.00010245,-0.0750626,-0.000663693,0.53126,-0.785551,0.231085,32.2517,2.21663,1
0.001,0.0,2259,4.518,1.17861e-05,1.26459,-0.000103259,-0.0750743,-0.000665793,0.5293,-0.785553,0.23173,32.2435,2.21835,1
0.001,0.0,2260,4.52,1.17849e-05,1.266,-0.000104075,-0.0750861,-0.000667904,0.527341,-0.785555,0.232369,32.2353,2.22006,1
0.001,0.0,2261,4.522,1.17823e-05,1.26739,-0.000104898,-0.075098,-0.000670027,0.525384,-0.785557,0.233004,32.2272,2.22177,1
0.001,0.0,2262,4.524,1.17782e-05,1.26879,-0.000105727,-0.0751099,-0.000672162,0.523429,-0.785558,0.233634,32.2191,2.22348,1
0.001,0.0,2263,4.526,1.17727e-05,1.27017,-0.000106563,-0.0751219,-0.000674308,0.521476,-0.78556,0.234259,32.211,2.22518,1
0.001,0.0,2264,4.528,1.17659e-05,1.27155,-0.000107405,-0.075134,-0.000676465,0.519525,-0.785562,0.234879,32.203,2.22688,1
0.001,0.0,2265,4.53,1.17577e-05,1.27293,-0.000108254,-0.0751462,-0.000678634,0.517576,-0.785564,0.235493,32.195,2.22858,1
0.001,0.0,2266,4.532,1.17482e-05,1.2743,-0.000109108,-0.0751584,-0.000680813,0.51563,-0.785566,0.236103,32.1871,2.23027,1
0.001,0.0,2267,4.534,1.17374e-05,1.27566,-0.000109969,-0.0751707,-0.000683003,0.513687,-0.785568,0.236707,32.1791,2.23196,1
0.001,0.0,2268,4.536,1.17253e-05,1.27701,-0.000110835,-0.075183,-0.000685204,0.511746,-0.78557,0.237306,32.1713,2.23365,1
0.001,0.0,2269,4.538,1.1712e-05,1.27836,-0.000111706,-0.0751954,-0.000687415,0.509809,-0.785572,0.2379,32.1634,2.23533,1
0.001,0.0,2270,4.54,1.16975e-05,1.2797,-0.000112583,-0.0752079,-0.000689636,0.507875,-0.785574,0.238488,32.1557,2.237,1
0.001,0.0,2271,4.542,1.16819e-05,1.28103,-0.000113466,-0.0752204,-0.000691867,0.505944,-0.785575,0.239071,32.1479,2.23868,1
0.001,0.0,2272,4.544,1.16651e-05,1.28236,-0.000114353,-0.0752329,-0.000694108,0.504017,-0.785577,0.239648,32.1402,2.24034,1
0.001,0.0,2273,4.546,1.16472e-05,1.28368,-0.000115244,-0.0752455,-0.000696358,0.502094,-0.785579,0.240219,32.1325,2.24201,1
0.001,0.0,2274,4.548,1.16283e-05,1.28499,-0.000116141,-0.0752581,-0.000698617,0.500175,-0.785581,0.240785,32.1249,2.24366,1
0.001,0.0,2275,4.55,1.16084e-05,1.28629,-0.000117041,-0.0752707,-0.000700886,0.49826,-0.785583,0.241345,32.1173,2.24531,1
0.001,0.0,2276,4.552,1.15875e-05,1.28758,-0.000117946,-0.0752834,-0.000703162,0.49635,-0.785585,0.2419,32.1098,2.24696,1
0.001,0.0,2277,4.554,1.15657e-05,1.28887,-0.000118855,-0.0752961,-0.000705448,0.494444,-0.785587,0.242448,32.1023,2.2486,1
0.001,0.0,2278,4.556,1.1543e-05,1.29015,-0.000119767,-0.0753089,-0.000707741,0.492543,-0.785589,0.242991,32.0949,2.25024,1
0.001,0.0,2279,4.558,1.15194e-05,1.29142,-0.000120683,-0.0753216,-0.000710042,0.490647,-0.785591,0.243528,32.0875,2.25186,1
0.001,0.0,2280,4.56,1.14951e-05,1.29268,-0.000121601,-0.0753344,-0.00071235,0.488756,-0.785593,0.244058,32.0802,2.25349,1
0.001,0.0,2281,4.562,1.147e-05,1.29393,-0.000122523,-0.0753471,-0.000714666,0.486871,-0.785595,0.244583,32.0729,2.2551,1
0.001,0.0,2282,4.564,1.14442e-05,1.29518,-0.000123447,-0.0753599,-0.000716988,0.484991,-0.785597,0.245102,32.0657,2.25671,1
0.001,0.0,2283,4.566,1.14177e-05,1.29641,-0.000124373,-0.0753727,-0.000719317,0.483117,-0.785599,0.245614,32.0585,2.25831,1
0.001,0.0,2284,4.568,1.13907e-05,1.29764,-0.000125302,-0.0753855,-0.000721652,0.481249,-0.785601,0.246121,32.0514,2.25991,1
0.001,0.0,2285,4.57,1.13631e-05,1.29885,-0.000126232,-0.0753982,-0.000723993,0.479387,-0.785603,0.246621,32.0444,2.2615,1
0.001,0.0,2286,4.572,1.1335e-05,1.30006,-0.000127164,-0.075411,-0.000726339,0.477531,-0.785605,0.247114,32.0375,2.26308,1
0.001,0.0,2287,4.574,1.13065e-05,1.30126,-0.000128097,-0.0754238,-0.00072869,0.475682,-0.785607,0.247602,32.0328,2.26465,1
0.001,0.0,2288,4.576,1.12775e-05,1.30245,-0.000129031,-0.0754365,-0.000731046,0.473839,-0.785609,0.248083,32.0292,2.26622,1
0.001,0.0,2289,4.578,1.12483e-05,1.30362,-0.000129965,-0.0754492,-0.000733406,0.472004,-0.785611,0.248558,32.0256,2.26778,1
0.001,0.0,2290,4.58,1.12188e-05,1.30479,-0.0001309,-0.0754618,-0.000735769,0.470175,-0.785613,0.249027,32.0221,2.26933,1
0.001,0.0,2291,4.582,1.1189e-05,1.30595,-0.000131835,-0.0754745,-0.000738136,0.468354,-0.785615,0.249489,32.0185,2.27087,1
0.001,0.0,2292,4.584,1.11591e-05,1.3071,-0.000132769,-0.0754871,-0.000740507,0.46654,-0.785617,0.249944,32.015,2.2724,1
0.001,0.0,2293,4.586,1.11291e-05,1.30824,-0.000133702,-0.0754996,-0.000742879,0.464734,-0.785619,0.250393,32.0115,2.27393,1
0.001,0.0,2294,4.588,1.10991e-05,1.30936,-0.000134635,-0.0755121,-0.000745254,0.462936,-0.785621,0.250836,32.0081,2.27544,1
0.001,0.0,2295,4.59,1.10691e-05,1.31048,-0.000135566,-0.0755246,-0.000747631,0.461145,-0.785623,0.251272,32.0046,2.27695,1
0.001,0.0,2296,4.592,1.10392e-05,1.31159,-0.000136496,-0.075537,-0.000750008,0.459363,-0.785625,0.251701,32.0012,2.27845,1
0.001,0.0,2297,4.594,1.10094e-05,1.31269,-0.000137423,-0.0755493,-0.000752387,0.457589,-0.785627,0.252124,31.9978,2.27994,1
0.001,0.0,2298,4.596,1.09798e-05,1.31377,-0.000138348,-0.0755615,-0.000754765,0.455824,-0.785629,0.25254,31.9945,2.28141,1
0.001,0.0,2299,4.598,1.09506e-05,1.31485,-0.000139271,-0.0755737,-0.000757144,0.454067,-0.785631,0.25295,31.9911,2.28288,1
0.001,0.0,2300,4.6,1.09216e-05,1.31591,-0.00014019,-0.0755858,-0.000759522,0.452319,-0.785633,0.253353,31.9878,2.28435,1
0.001,0.0,2301,4.602,1.08931e-05,1.31696,-0.000141106,-0.0755978,-0.000761899,0.45058,-0.785634,0.253749,31.9845,2.2858,1
0.001,0.0,2302,4.604,1.08651e-05,1.318,-0.000142018,-0.0756098,-0.000764274,0.44885,-0.785636,0.254139,31.9812,2.28724,1
0.001,0.0,2303,4.606,1.08376e-05,1.31904,-0.000142926,-0.0756216,-0.000766646,0.44713,-0.785638,0.254522,31.9779,2.28867,1
0.001,0.0,2304,4.608,1.08108e-05,1.32005,-0.000143829,-0.0756333,-0.000769017,0.445419,-0.78564,0.254898,31.9746,2.29009,1
0.001,0.0,2305,4.61,1.07846e-05,1.32106,-0.000144728,-0.0756449,-0.000771384,0.443718,-0.785642,0.255267,31.9714,2.2915,1
0.001,0.0,2306,4.612,1.07591e-05,1.32206,-0.000145621,-0.0756564,-0.000773747,0.442026,-0.785644,0.25563,31.9682,2.2929,1
0.001,0.0,2307,4.614,1.07345e-05,1.32304,-0.000146509,-0.0756678,-0.000776106,0.440344,-0.785646,0.255986,31.965,2.29429,1
0.001,0.0,2308,4.616,1.07108e-05,1.32402,-0.00014739,-0.0756791,-0.000778461,0.438673,-0.785648,0.256335,31.9618,2.29566,1
0.001,0.0,2309,4.618,1.06881e-05,1.32498,-0.000148266,-0.0756902,-0.00078081,0.437012,-0.78565,0.256678,31.9587,2.29703,1
0.001,0.0,2310,4.62,1.06664e-05,1.32593,-0.000149134,-0.0757013,-0.000783154,0.435361,-0.785652,0.257014,31.9556,2.29839,1
0.001,0.0,2311,4.622,1.06458e-05,1.32687,-0.000149995,-0.0757121,-0.000785491,0.43372,-0.785654,0.257343,31.9525,2.29973,1
0.001,0.0,2312,4.624,1.06264e-05,1.3278,-0.000150849,-0.0757229,-0.000787821,0.432091,-0.785656,0.257666,31.9494,2.30107,1
0.001,0.0,2313,4.626,1.06082e-05,1.32871,-0.000151695,-0.0757334,-0.000790144,0.430472,-0.785658,0.257982,31.9463,2.30239,1
0.001,0.0,2314,4.628,1.05914e-05,1.32961,-0.000152533,-0.0757439,-0.000792459,0.428864,-0.78566,0.258291,31.9432,2.3037,1
0.001,0.0,2315,4.63,1.05759e-05,1.3305,-0.000153362,-0.0757542,-0.000794766,0.427266,-0.785662,0.258593,31.9402,2.305,1
0.001,0.0,2316,4.632,1.0562e-05,1.33138,-0.000154182,-0.0757643,-0.000797063,0.425681,-0.785664,0.258889,31.9372,2.30629,1
0.001,0.0,2317,4.634,1.05496e-05,1.33225,-0.000154993,-0.0757742,-0.000799351,0.424106,-0.785666,0.259178,31.9342,2.30756,1
0.001,0.0,2318,4.636,1.05388e-05,1.33311,-0.000155794,-0.075784,-0.000801629,0.422543,-0.785668,0.259461,31.9312,2.30883,1
0.001,0.0,2319,4.638,1.05296e-05,1.33395,-0.000156585,-0.0757936,-0.000803897,0.420991,-0.78567,0.259737,31.9283,2.31008,1
0.001,0.0,2320,4.64,1.05223e-05,1.33478,-0.000157366,-0.075803,-0.000806153,0.419451,-0.785671,0.260006,31.9253,2.31132,1
0.001,0.0,2321,4.642,1.05168e-05,1.3356,-0.000158136,-0.0758122,-0.000808398,0.417922,-0.785673,0.260269,31.9224,2.31255,1
0.001,0.0,2322,4.644,1.05132e-05,1.33641,-0.000158894,-0.0758212,-0.00081063,0.416406,-0.785675,0.260525,31.9195,2.31377,1
0.001,0.0,2323,4.646,1.05115e-05,1.3372,-0.000159641,-0.0758301,-0.00081285,0.414901,-0.785677,0.260775,31.9166,2.31497,1
0.001,0.0,2324,4.648,1.0512e-05,1.33799,-0.000160376,-0.0758387,-0.000815056,0.413408,-0.785679,0.261019,31.9138,2.31617,1
0.001,0.0,2325,4.65,1.05145e-05,1.33876,-0.000161099,-0.0758471,-0.000817249,0.411927,-0.785681,0.261256,31.9109,2.31735,1
0.001,0.0,2326,4.652,1.05193e-05,1.33952,-0.00016181,-0.0758554,-0.000819428,0.410459,-0.785683,0.261486,31.9081,2.31851,1
0.001,0.0,2327,4.654,1.05263e-05,1.34027,-0.000162508,-0.0758634,-0.000821591,0.409002,-0.785684,0.261711,31.9052,2.31967,1
0.001,0.0,2328,4.656,1.05357e-05,1.341,-0.000163192,-0.0758712,-0.00082374,0.407558,-0.785686,0.261929,31.9024,2.32081,1
0.001,0.0,2329,4.658,1.05474e-05,1.34172,-0.000163863,-0.0758787,-0.000825872,0.406126,-0.785688,0.26214,31.8997,2.32194,1
0.001,0.0,2330,4.66,1.05617e-05,1.34244,-0.00016452,-0.0758861,-0.000827989,0.404707,-0.78569,0.262346,31.8969,2.32306,1
0.001,0.0,2331,4.662,1.05785e-05,1.34314,-0.000165163,-0.0758932,-0.000830089,0.4033,-0.785692,0.262545,31.8941,2.32417,1
0.001,0.0,2332,4.664,1.05979e-05,1.34382,-0.000165791,-0.0759001,-0.000832171,0.401906,-0.785693,0.262738,31.8914,2.32526,1
0.001,0.0,2333,4.666,1.06201e-05,1.3445,-0.000166405,-0.0759067,-0.000834236,0.400524,-0.785695,0.262925,31.8886,2.32634,1
0.001,0.0,2334,4.668,1.0645e-05,1.34516,-0.000167004,-0.0759131,-0.000836283,0.399155,-0.785697,0.263107,31.8859,2.32741,1
0.001,0.0,2335,4.67,1.06727e-05,1.34582,-0.000167587,-0.0759193,-0.000838311,0.397799,-0.785699,0.263282,31.8832,2.32847,1
0.001,0.0,2336,4.672,1.07033e-05,1.34646,-0.000168155,-0.0759252,-0.00084032,0.396455,-0.7857,0.263451,31.8806,2.32951,1
0.001,0.0,2337,4.674,1.07369e-05,1.34709,-0.000168707,-0.0759308,-0.000842309,0.395124,-0.785702,0.263614,31.8779,2.33054,1
0.001,0.0,2338,4.676,1.07735e-05,1.3477,-0.000169243,-0.0759363,-0.000844279,0.393806,-0.785704,0.263772,31.8752,2.33156,1
0.001,0.0,2339,4.678,1.08132e-05,1.34831,-0.000169762,-0.0759414,-0.000846229,0.392501,-0.785705,0.263924,31.8726,2.33257,1
0.001,0.0,2340,4.68,1.08561e-05,1.3489,-0.000170265,-0.0759463,-0.000848157,0.391208,-0.785707,0.26407,31.8699,2.33356,1
0.001,0.0,2341,4.682,1.09022e-05,1.34949,-0.000170752,-0.0759509,-0.000850065,0.389928,-0.785709,0.26421,31.8673,2.33454,1
0.001,0.0,2342,4.684,1.09516e-05,1.35006,-0.000171221,-0.0759553,-0.000851952,0.388662,-0.78571,0.264345,31.8647,2.33551,1
0.001,0.0,2343,4.686,1.10043e-05,1.35062,-0.000171673,-0.0759594,-0.000853816,0.387407,-0.785712,0.264474,31.8621,2.33647,1
0.001,0.0,2344,4.688,1.10604e-05,1.35117,-0.000172108,-0.0759633,-0.000855659,0.386166,-0.785713,0.264598,31.8595,2.33741,1
0.001,0.0,2345,4.69,1.112e-05,1.35171,-0.000172525,-0.0759668,-0.000857479,0.384938,-0.785715,0.264717,31.857,2.33834,1
0.001,0.0,2346,4.692,1.11832e-05,1.35224,-0.000172924,-0.0759701,-0.000859276,0.383722,-0.785717,0.26483,31.8544,2.33926,1
0.001,0.0,2347,4.694,1.12499e-05,1.35275,-0.000173305,-0.0759732,-0.000861051,0.382519,-0.785718,0.264938,31.8519,2.34017,1
0.001,0.0,2348,4.696,1.13202e-05,1.35326,-0.000173669,-0.0759759,-0.000862802,0.381329,-0.78572,0.265041,31.8493,2.34107,1
0.001,0.0,2349,4.698,1.13943e-05,1.35375,-0.000174014,-0.0759784,-0.000864529,0.380152,-0.785721,0.265139,31.8468,2.34195,1
0.001,0.0,2350,4.7,1.14721e-05,1.35424,-0.000174341,-0.0759806,-0.000866233,0.378988,-0.785723,0.265232,31.8443,2.34282,1
0.001,0.0,2351,4.702,1.15537e-05,1.35471,-0.000174649,-0.0759826,-0.000867912,0.377836,-0.785724,0.26532,31.8418,2.34368,1
0.001,0.0,2352,4.704,1.16392e-05,1.35518,-0.000174939,-0.0759842,-0.000869567,0.376697,-0.785726,0.265403,31.8393,2.34453,1
0.001,0.0,2353,4.706,1.17285e-05,1.35563,-0.000175211,-0.0759856,-0.000871198,0.37557,-0.785727,0.265482,31.8368,2.34536,1
0.001,0.0,2354,4.708,1.18219e-05,1.35608,-0.000175463,-0.0759867,-0.000872804,0.374456,-0.785728,0.265555,31.8343,2.34619,1
0.001,0.0,2355,4.71,1.19192e-05,1.35651,-0.000175697,-0.0759875,-0.000874385,0.373355,-0.78573,0.265625,31.8319,2.347,1
0.001,0.0,2356,4.712,1.20206e-05,1.35694,-0.000175912,-0.075988,-0.00087594,0.372266,-0.785731,0.265689,31.8294,2.3478,1
0.001,0.0,2357,4.714,1.2126e-05,1.35735,-0.000176108,-0.0759883,-0.000877471,0.37119,-0.785733,0.265749,31.827,2.34859,1
0.001,0.0,2358,4.716,1.22356e-05,1.35776,-0.000176286,-0.0759883,-0.000878977,0.370126,-0.785734,0.265805,31.8245,2.34937,1
0.001,0.0,2359,4.718,1.23494e-05,1.35815,-0.000176444,-0.075988,-0.000880456,0.369074,-0.785735,0.265857,31.8221,2.35013,1
0.001,0.0,2360,4.72,1.24674e-05,1.35854,-0.000176584,-0.0759874,-0.000881911,0.368034,-0.785737,0.265904,31.8197,2.35089,1
0.001,0.0,2361,4.722,1.25896e-05,1.35892,-0.000176705,-0.0759866,-0.00088334,0.367007,-0.785738,0.265947,31.8172,2.35163,1
0.001,0.0,2362,4.724,1.27162e-05,1.35929,-0.000176807,-0.0759854,-0.000884743,0.365991,-0.785739,0.265986,31.8148,2.35237,1
0.001,0.0,2363,4.726,1.2847e-05,1.35964,-0.00017689,-0.075984,-0.00088612,0.364988,-0.78574,0.266022,31.8124,2.35309,1
0.001,0.0,2364,4.728,1.29823e-05,1.36,-0.000176954,-0.0759824,-0.000887472,0.363997,-0.785742,0.266053,31.81,2.3538,1
0.001,0.0,2365,4.73,1.31219e-05,1.36034,-0.000177,-0.0759804,-0.000888798,0.363017,-0.785743,0.266081,31.8077,2.35451,1
0.001,0.0,2366,4.732,1.32659e-05,1.36067,-0.000177027,-0.0759782,-0.000890098,0.362049,-0.785744,0.266105,31.8053,2.3552,1
0.001,0.0,2367,4.734,1.34144e-05,1.361,-0.000177035,-0.0759758,-0.000891373,0.361093,-0.785745,0.266125,31.8029,2.35588,1
0.001,0.0,2368,4.736,1.35674e-05,1.36132,-0.000177025,-0.075973,-0.000892622,0.360148,-0.785746,0.266142,31.8006,2.35655,1
0.001,0.0,2369,4.738,1.37248e-05,1.36163,-0.000176997,-0.07597,-0.000893846,0.359215,-0.785748,0.266156,31.7982,2.35721,1
0.001,0.0,2370,4.74,1.38868e-05,1.36193,-0.00017695,-0.0759667,-0.000895044,0.358293,-0.785749,0.266166,31.7958,2.35786,1
0.001,0.0,2371,4.742,1.40533e-05,1.36223,-0.000176886,-0.0759632,-0.000896216,0.357382,-0.78575,0.266173,31.7935,2.3585,1
0.001,0.0,2372,4.744,1.42244e-05,1.36251,-0.000176803,-0.0759594,-0.000897364,0.356483,-0.785751,0.266177,31.7912,2.35913,1
0.001,0.0,2373,4.746,1.44001e-05,1.36279,-0.000176703,-0.0759554,-0.000898486,0.355594,-0.785752,0.266178,31.7888,2.35975,1
0.001,0.0,2374,4.748,1.45803e-05,1.36307,-0.000176585,-0.0759511,-0.000899583,0.354716,-0.785753,0.266176,31.7865,2.36037,1
0.001,0.0,2375,4.75,1.47652e-05,1.36333,-0.00017645,-0.0759466,-0.000900656,0.353849,-0.785754,0.266171,31.7842,2.36097,1
0.001,0.0,2376,4.752,1.49547e-05,1.36359,-0.000176298,-0.0759418,-0.000901703,0.352993,-0.785755,0.266163,31.7819,2.36157,1
0.001,0.0,2377,4.754,1.51488e-05,1.36385,-0.000176129,-0.0759368,-0.000902727,0.352147,-0.785756,0.266153,31.7796,2.36215,1
0.001,0.0,2378,4.756,1.53475e-05,1.36409,-0.000175942,-0.0759315,-0.000903726,0.351312,-0.785757,0.26614,31.7773,2.36273,1
0.001,0.0,2379,4.758,1.55509e-05,1.36433,-0.00017574,-0.075926,-0.000904701,0.350486,-0.785758,0.266124,31.775,2.3633,1
0.001,0.0,2380,4.76,1.57589e-05,1.36457,-0.000175521,-0.0759203,-0.000905652,0.349671,-0.785759,0.266107,31.7727,2.36386,1
0.001,0.0,2381,4.762,1.59716e-05,1.3648,-0.000175286,-0.0759144,-0.00090658,0.348866,-0.78576,0.266086,31.7704,2.36441,1
0.001,0.0,2382,4.764,1.61888e-05,1.36502,-0.000175035,-0.0759082,-0.000907485,0.348071,-0.785761,0.266064,31.7682,2.36495,1
0.001,0.0,2383,4.766,1.64108e-05,1.36524,-0.000174768,-0.0759018,-0.000908367,0.347285,-0.785762,0.26604,31.7659,2.36549,1
0.001,0.0,2384,4.768,1.66373e-05,1.36545,-0.000174487,-0.0758952,-0.000909226,0.346509,-0.785763,0.266013,31.7636,2.36602,1
0.001,0.0,2385,4.77,1.68685e-05,1.36566,-0.00017419,-0.0758884,-0.000910062,0.345743,-0.785764,0.265985,31.7614,2.36654,1
0.001,0.0,2386,4.772,1.71042e-05,1.36586,-0.000173878,-0.0758814,-0.000910877,0.344985,-0.785765,0.265954,31.7591,2.36705,1
0.001,0.0,2387,4.774,1.73446e-05,1.36606,-0.000173553,-0.0758742,-0.00091167,0.344237,-0.785765,0.265922,31.7569,2.36756,1
0.001,0.0,2388,4.776,1.75896e-05,1.36625,-0.000173213,-0.0758667,-0.000912442,0.343498,-0.785766,0.265888,31.7546,2.36805,1
0.001,0.0,2389,4.778,1.78391e-05,1.36644,-0.000172859,-0.0758591,-0.000913193,0.342768,-0.785767,0.265853,31.7524,2.36855,1
0.001,0.0,2390,4.78,1.80931e-05,1.36662,-0.000172492,-0.0758513,-0.000913923,0.342046,-0.785768,0.265816,31.7502,2.36903,1
0.001,0.0,2391,4.782,1.83517e-05,1.3668,-0.000172111,-0.0758434,-0.000914633,0.341333,-0.785769,0.265778,31.748,2.36951,1
0.001,0.0,2392,4.784,1.86148e-05,1.36698,-0.000171718,-0.0758352,-0.000915323,0.340628,-0.78577,0.265738,31.7458,2.36998,1
0.001,0.0,2393,4.786,1.88824e-05,1.36715,-0.000171313,-0.0758269,-0.000915993,0.339932,-0.78577,0.265697,31.7435,2.37045,1
0.001,0.0,2394,4.788,1.91544e-05,1.36732,-0.000170895,-0.0758184,-0.000916645,0.339243,-0.785771,0.265655,31.7413,2.37091,1
0.001,0.0,2395,4.79,1.94308e-05,1.36749,-0.000170466,-0.0758097,-0.000917278,0.338563,-0.785772,0.265612,31.7391,2.37136,1
0.001,0.0,2396,4.792,1.97116e-05,1.36765,-0.000170025,-0.0758009,-0.000917893,0.33789,-0.785773,0.265567,31.7369,2.37181,1
0.001,0.0,2397,4.794,1.99968e-05,1.36781,-0.000169573,-0.075792,-0.000918491,0.337225,-0.785773,0.265522,31.7348,2.37226,1
0.001,0.0,2398,4.796,2.02863e-05,1.36796,-0.000169111,-0.0757828,-0.000919071,0.336567,-0.785774,0.265476,31.7326,2.37269,1
0.001,0.0,2399,4.798,2.05801e-05,1.36812,-0.000168638,-0.0757736,-0.000919634,0.335917,-0.785775,0.265429,31.7304,2.37313,1
0.001,0.0,2400,4.8,2.08781e-05,1.36827,-0.000168155,-0.0757642,-0.000920181,0.335274,-0.785775,0.265382,31.7282,2.37355,1
0.001,0.0,2401,4.802,2.11803e-05,1.36842,-0.000167663,-0.0757547,-0.000920712,0.334637,-0.785776,0.265334,31.7261,2.37398,1
0.001,0.0,2402,4.804,2.14867e-05,1.36856,-0.000167162,-0.075745,-0.000921228,0.334008,-0.785777,0.265285,31.7239,2.37439,1
0.001,0.0,2403,4.806,2.17972e-05,1.36871,-0.000166652,-0.0757353,-0.000921728,0.333385,-0.785777,0.265236,31.7218,2.37481,1
0.001,0.0,2404,4.808,2.21117e-05,1.36885,-0.000166133,-0.0757254,-0.000922215,0.332769,-0.785778,0.265186,31.7196,2.37522,1
0.001,0.0,2405,4.81,2.24303e-05,1.36899,-0.000165607,-0.0757154,-0.000922687,0.332159,-0.785778,0.265136,31.7175,2.37562,1
0.001,0.0,2406,4.812,2.27528e-05,1.36913,-0.000165073,-0.0757053,-0.000923146,0.331555,-0.785779,0.265086,31.7154,2.37602,1
0.001,0.0,2407,4.814,2.30792e-05,1.36926,-0.000164532,-0.0756952,-0.000923592,0.330957,-0.78578,0.265036,31.7132,2.37642,1
0.001,0.0,2408,4.816,2.34095e-05,1.3694,-0.000163984,-0.0756849,-0.000924026,0.330365,-0.78578,0.264985,31.7111,2.37681,1
0.001,0.0,2409,4.818,2.37436e-05,1.36953,-0.000163429,-0.0756745,-0.000924448,0.329779,-0.785781,0.264935,31.709,2.3772,1
0.001,0.0,2410,4.82,2.40814e-05,1.36967,-0.000162869,-0.0756641,-0.000924858,0.329198,-0.785781,0.264884,31.7069,2.37759,1
0.001,0.0,2411,4.822,2.4423e-05,1.3698,-0.000162303,-0.0756536,-0.000925257,0.328623,-0.785782,0.264834,31.7048,2.37797,1
0.001,0.0,2412,4.824,2.47681e-05,1.36993,-0.000161732,-0.075643,-0.000925646,0.328053,-0.785783,0.264784,31.7027,2.37836,1
0.001,0.0,2413,4.826,2.51168e-05,1.37006,-0.000161156,-0.0756323,-0.000926025,0.327488,-0.785783,0.264734,31.7006,2.37873,1
0.001,0.0,2414,4.828,2.5469e-05,1.37019,-0.000160576,-0.0756216,-0.000926395,0.326928,-0.785784,0.264684,31.6986,2.37911,1
0.001,0.0,2415,4.83,2.58246e-05,1.37032,-0.000159991,-0.0756109,-0.000926756,0.326372,-0.785784,0.264635,31.6965,2.37948,1
0.001,0.0,2416,4.832,2.61835e-05,1.37045,-0.000159403,-0.0756001,-0.000927108,0.325821,-0.785785,0.264586,31.6944,2.37985,1
0.001,0.0,2417,4.834,2.65458e-05,1.37059,-0.000158812,-0.0755892,-0.000927453,0.325275,-0.785785,0.264538,31.6924,2.38022,1
0.001,0.0,2418,4.836,2.69112e-05,1.37072,-0.000158218,-0.0755783,-0.00092779,0.324733,-0.785786,0.26449,31.6903,2.38058,1
0.001,0.0,2419,4.838,2.72798e-05,1.37085,-0.000157622,-0.0755674,-0.000928121,0.324195,-0.785786,0.264442,31.6883,2.38095,1
0.001,0.0,2420,4.84,2.76515e-05,1.37098,-0.000157023,-0.0755565,-0.000928445,0.323662,-0.785787,0.264395,31.6863,2.38131,1
0.001,0.0,2421,4.842,2.80262e-05,1.37111,-0.000156423,-0.0755455,-0.000928763,0.323132,-0.785787,0.264349,31.6842,2.38167,1
0.001,0.0,2422,4.844,2.84038e-05,1.37124,-0.000155822,-0.0755345,-0.000929076,0.322605,-0.785788,0.264304,31.6822,2.38203,1
0.001,0.0,2423,4.846,2.87843e-05,1.37137,-0.000155219,-0.0755235,-0.000929385,0.322083,-0.785788,0.264259,31.6802,2.38239,1
0.001,0.0,2424,4.848,2.91675e-05,1.37151,-0.000154616,-0.0755126,-0.000929689,0.321563,-0.785789,0.264216,31.6782,2.38274,1
